user_id,age,gender,location,income_level,favorite_categories,preferred_brands,price_sensitivity,avg_rating_given,purchase_frequency
148,40,M,tier3,low,"[""e-Fresh Boy's Brief (Pack of 5)"", 'Treppe Bellies', ""tadd Men's, Women's Ankle Length Socks""]","['Realx Fit', 'Retaaz']",high,3.29265295905436,medium
149,33,M,tier2,medium,"[""Libas Printed Women's A-line Kurta""]","['Brahaan BLUE TAG', 'Stealodeal', 'HomeEdge', 'Mobilecops']",medium,3.489669839387643,low
150,37,F,metro,medium,"[""Leading lady Women's Camisole"", ""BLM Casual Printed Women's Kurti"", ""Yo Baby Girl's Trousers""]",['TPH Covers'],medium,4.41435109931363,medium
151,53,F,tier3,medium,"['Rasav Jewels Yellow Gold Diamond 18 K Ring', 'Taurus Black & white Lace Up']","['NEHP', 'Elite Handicrafts', 'Orange and Orchid', 'sovam']",medium,3.4324311082002095,high
152,28,F,tier2,high,"['Dressberry Green Synthetic  Clutch', ""Starsy Printed Women's Round Neck Black T-Shirt"", 'Urban Girl Foundation Brush (Pack of 10)']","['Aadi', 'Hotpiper', 'Marwar', 'Pasabahce']",low,2.539969506346181,medium
153,37,F,metro,medium,"['Speedwav 186879 Bajaj Pulsar 200 NS DTS-i LED In...', ""Starsy Printed Women's Round Neck Black T-Shirt"", 'K&P Lord Ganesha Large 03 Showpiece  -  19 cm (P...']","['FliFit', 'Martini']",medium,4.027319613233572,low
154,59,M,tier2,low,"['Dremel 2615.023.132 Plastic Friction Work Bench ...', 'Mast & Harbour Black Synthetic  Clutch', 'Bootwale Bellies']","['Accessory Mart', 'Decron Jewels', 'Trackdeal', 'Divinit', 'Frabjous']",high,3.808660292035583,high
155,35,F,tier3,high,"['Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER...', 'Toys & School Supplies', 'Arial Morris Women Flats']",[],low,4.462590712997434,medium
156,57,M,metro,high,"['Gaming', ""Yo Baby Girl's Trousers""]","['Happiness Is', 'PDI', 's2s', 'Artifa']",low,3.067095492184348,low
157,52,F,tier2,low,"[""tadd Men's, Women's Ankle Length Socks"", ""PrivateLifes MasterPiece Women's Push-up Bra"", ""Be 13 Printed Boy's Round Neck T-Shirt (Pack of 2)""]","['Foot Furnish', 'Gold Dust', 'Jon Pep', 'Darkpink']",high,2.149166809570663,medium
158,39,M,tier1,low,"['Sumo Baby Walker (Red)', 'Boreal Roller Brush', 'clickforsign Sound horn Before entering Emergenc...']","['AAKAR', 'EZ Life', 'loomkart']",high,3.286383296881729,medium
159,26,M,tier1,high,['Urban Girl Foundation Brush (Pack of 12)'],"['Medex', 'Nikunj']",low,5.0,low
160,54,F,tier2,low,"[""Vinenzia Printed Winter Men's Gloves"", 'Speedwav 216456 Manual Rear View Mirror (Right, ...']","['999store', 'Power Smart', 'RajasthaniKart', 'Ornate']",high,4.961413514161981,medium
161,37,F,tier2,low,"['Zikrak Exim Women Wedges', 'Siemens 5SL Betagard 5SL MCB (1)', 'Linzina Fashions LIN-HOSS-1.5 Faucet Set']","['Infiniti', 'Remix']",high,3.6743373683918428,medium
162,21,M,metro,medium,"['Synergy SFJB0105 Grocery Bag (Blue)', 'Kraft Seeds Rosemary Herb (Pack Of 5) Seed (75 p...', ""Laser X Checkered Men's Boxer (Pack of 4)""]","['Piyo Piyo', 'Style Homez', 'Jewelina Gems', 'Arial Morris']",medium,4.657856924038887,low
163,49,M,tier3,high,"[""Oly Two Fit Fit Women's Black Jeans"", ""UFO Self Design Round Neck Casual Girl's Sweater"", ""e-Fresh Boy's Brief (Pack of 5)""]",['BM WOOD FURNITURE'],low,3.2755761438088125,low
164,51,M,tier3,medium,"['NEWGEN TECH EO-HS3303 218 Wired Headset (White)', 'K&P Dr.Ambedkar Large 04 Showpiece  -  19 cm (Po...']","['Yuccabe Italia', 'beebay', 'piftif']",medium,2.2152511441821976,low
165,58,F,tier3,medium,"['classyworld Brass Cufflink (Grey-02)', ""Vishudh Printed Women's Straight Kurta""]","['Fashionite', 'Adino', 'Rehoboth', 'VASTUGHAR', 'Relaxed']",medium,2.721035889043092,medium
166,48,M,metro,medium,"['NEWGEN TECH EO-HS3303 58 Wired Headset (White)', ""Miss Wow Slim Fit Women's Blue Jeans""]",[],medium,3.7204778728080012,low
167,63,F,metro,medium,['Himmlisch 20503 Car Bottle Holder (Plastic)'],[],medium,2.7384037297441366,high
168,31,M,tier1,medium,"[""Ruhi's Creations Cotton Floral King sized Double...""]",[],medium,3.3030123629538233,high
169,54,F,tier3,high,"[""Legmark Slim Fit Women's Light Blue Jeans""]","['Skovin', 'Ninety One Degree', 'Novicz', 'TOPQ']",low,2.0057466245691034,low
170,24,F,tier3,low,"[""E'Hiose Girl's Leggings (Pack of 6)"", ""Indistar Self Design Viscose Women's Stole"", 'Wella Elements Leight Weight Renewing Conditione...']",[],high,3.217029989865394,low
171,37,M,tier3,high,"[""Be 13 Printed Boy's Round Neck T-Shirt (Pack of 2)"", 'Pout Brass Bangle']","['Nuteez', 'FTCBazar', 'NAVISHA']",low,5.0,medium
172,60,F,tier2,medium,"['Furniture', 'Kraft Seeds Rosemary Herb (Pack Of 5) Seed (75 p...']","['Diti Enterprises', 'The Jewelbox', 'Freelance', 'WhiteGems']",medium,2.0912869753424825,low
173,48,F,tier2,low,"[""piftif Women's Sports Bra""]",[],high,3.603389223018866,low
174,49,M,tier2,low,"['K&P Dr.Ambedkar Large 04 Showpiece  -  19 cm (Po...', 'Areon Luxurious Fragrance Long Lasting Car,Home,...', ""killys Men's Solid No Show Socks""]","['Glacier', 'Silco', 'Lily']",high,3.076667130386877,low
175,44,F,tier1,medium,"['Speedwav 240437 Sun Shade For Hyundai i10 (Dashb...', 'Furniture', 'SMART TRADERS Girls Bellies']","['OMRD', 'Naxa Electronics', 'Rouge Red', 'Chevron', 'Daxter']",medium,3.523406775900249,medium
176,27,M,metro,medium,"['Himmlisch 20503 Car Bottle Holder (Plastic)', 'AutoKraftZ Optimum Locking Device For Bajaj Puls...']","['SUPERMOD', 'Dinoimpex', 'Body Balance']",medium,4.157696106008169,medium
177,52,M,tier1,low,"[""SUPERMOD Men's Brief""]","['Change360°', 'JJ JONEX']",high,3.0566891549906408,low
178,21,F,tier1,high,"['SJ Bushnell 122/1000M Binoculars (36 mm, Black)', 'Home Decor & Festive Needs', 'Anuradha Art Stylish Hair Clip (Blue)']",['Viral Shopping'],low,3.6432939406230016,high
179,50,F,tier3,medium,"['Dressberry Black Synthetic  Clutch', 'OEM 170774 Bike Side Stand']",[],medium,2.961882676969414,medium
180,59,F,metro,medium,"['Impala Alloy Cufflink (White)', ""Ajaero Slim Fit Women's Dark Blue Jeans"", ""Starsy Printed Women's Round Neck Black T-Shirt""]","['Barbar', 'Bemoree', 'Katalogue', 'Addyvero', 'ManeKo']",medium,3.704331164568865,medium
181,47,F,tier2,medium,['Dressberry Gold Synthetic  Clutch'],[],medium,2.0506807796959974,low
182,47,F,tier1,medium,"['Speedwav 186879 Bajaj Pulsar 200 NS DTS-i LED In...', 'Jewellery']","['TAB91', 'Yumlookup', 'Reins']",medium,3.358853694392201,medium
183,34,F,tier2,low,['REMSON INDIA Women Flats'],"['OXO', 'Madhavs', 'Flair', 'classyworld']",high,5.0,medium
184,29,M,tier2,medium,"['Dressberry Orange Synthetic  Clutch', 'Autoplus M AP18 Arm Sleeve (Black)']","['Advent Crafts', 'Imagination And Beyond', 'The Fine World', 'DOLZ']",medium,2.4896852503315223,medium
185,40,F,tier1,low,['Style World Women Flats'],[],high,3.264379883067795,medium
186,45,M,tier1,medium,"['OEM 170774 Bike Side Stand', 'Cameras & Accessories', 'Siemens 5SL Betagard 5SL MCB (1)']","['Manirathnum', 'Vamtek', 'Asus', 'Ollington St. Collection']",medium,1.6567730838686634,high
187,22,F,metro,low,['Power Smart Quick Charging Pack For PAN CGR-DU-2...'],"['Beebay', 'Aapti', 'Fourwalls', 'Treppe']",high,3.8094910628909395,medium
188,64,M,metro,low,"[""EASIES Solid Single Breasted Casual Men's Blazer""]","['Sanaa Creations', 'Jaipar Heritage']",high,2.8653430666952993,low
189,39,F,tier3,medium,"[""Auraa Men's, Women's Solid No Show Socks""]",['Prachin'],medium,3.3201234327326272,low
190,52,F,metro,medium,['Mast & Harbour Black Synthetic  Clutch'],"['Demokrazy', 'Onlinemaniya', 'HP']",medium,2.615017221233972,low
191,58,F,tier3,medium,['Abhinl Fashion Cotton Printed Semi-stitched Salw...'],"['R S Jewels', 'Kamakhya Jewels', 'NIRLON', 'Hoffmen', 'Leo n Babes']",medium,4.339439046053556,low
192,55,M,tier3,medium,"[""Disney Printed Baby Boy's Hooded Grey T-Shirt"", ""Auraa Men's, Women's Solid No Show Socks"", 'classyworld Brass Cufflink (Grey-02)']","['Prym', 'Schneider', 'Neyth']",medium,3.1554321290737795,medium
193,24,F,tier1,medium,"['ANAND ARCHIES Girls Wedges', ""Auraa Men's, Women's Solid No Show Socks"", 'Impala Alloy Cufflink (White)']","['Unique Fashion', 'Shreeka']",medium,2.911733507110012,medium
194,35,F,tier1,medium,"['Mast & Harbour Gold Synthetic  Clutch', 'Frabjous German silver Rings For Women Alloy Zir...']","['THINK3', 'W', 'Koncepts']",medium,2.7980762648996866,medium
195,59,F,tier3,low,"['Escan Lace Up', ""e-Fresh Baby Boy's Brief (Pack of 10)""]","['Bold Black', 'Siyas Collection', 'Clickroo', 'Sitaram']",high,3.6051805144651037,low
196,18,M,metro,low,['Siemens 5SL Betagard 5SL MCB (1)'],"['STM', 'dilli bazaaar', 'FURNISHINGLAND', 'Funku Fashion']",high,4.443262451084149,high
197,32,F,tier1,low,"['Clothing', 'Pu-Good Women Flats']","['Tiedribbons', 'Masterhandicraft', 'Shyam Fashion']",high,4.0519118000876855,medium
198,61,M,tier2,high,"['Kanvas Bellies', 'Oddy RS 1.5 X 2 100 Sheets Self Stick Reposition...', 'Siemens 5SL Betagard 5SL MCB (1)']","['Star Metal', '69th Avenue']",low,2.2516312401260175,high
199,61,F,tier1,medium,"['Gking Hand Stiched Steering Cover For Maruti Ert...', 'Speedwav 240437 Sun Shade For Hyundai i10 (Dashb...', ""Libas Printed Women's A-line Kurta""]","['Agrasen International', 'Manjaree', 'Ruby', 'Vijayanti', 'Suvini']",medium,3.157444861602646,low
200,38,F,tier2,medium,"[""Threads & Pals Full Sleeve Printed, Solid Men's ...""]","['Tucasa', 'Gungun', 'Cinderella']",medium,2.417187697409971,high
201,18,M,metro,medium,['Clovia Lingerie Set'],"['Momin Libas', 'Pretty Women', 'Merlin']",medium,5.0,low
202,62,M,tier3,medium,"[""Breakbounce Men's Vest"", 'Olvin Rectangular Sunglasses', 'Remax Rm-10000 Remax Vanguard 10000mah 10000 mAh...']","['ARB', 'LGRL', 'Anupam', 'DOCOSS']",medium,2.132072124032921,high
203,57,M,metro,medium,"[""Clovia Women's Full Coverage Bra""]",[],medium,4.973242067393386,high
204,27,F,metro,medium,"[""Ajaero Slim Fit Women's Dark Blue Jeans"", ""Fabpoppy Printed Women's Jumpsuit"", 'AutoKraftZ Optimum Locking Device For Bajaj Puls...']","['OM SHIVAKRITI', 'Lucky Thailand']",medium,2.043043186023451,medium
205,20,M,tier1,medium,"['SJ Comet Zoom DPSI Binoculars (30 mm, Black)', 'Automation & Robotics']","['wallskart', 'BornBabyKids', 'Monmione', 'Chazer']",medium,3.8627362048236287,high
206,41,F,tier2,low,"[""Camey Men's Quarter Length Socks""]","['Unravel India', 'Riot Jeans', 'Purple', 'Ortel', 'Hangrr']",high,5.0,high
207,47,M,tier2,low,"[""Kombee Girl's Printed Red, Pink Top & Capri Set""]",['Kozdiko'],high,3.118235492849541,low
208,52,M,tier3,medium,"['FEET FLOW Women Flats', 'Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER...', ""Nine Maternity Wear Women's Fit and Flare Dress""]",['Kanu'],medium,4.845283185512486,medium
209,42,M,tier3,low,"['SRPC BAOER STARWALKER EXECUTIVE ROLLERBALL Pen G...', ""BLM Casual Printed Women's Kurti"", 'SMART TRADERS Women Flats']","['Vamtek', 'Gravolite', 'Funcart', 'JJ Jonex']",high,3.1981275315310382,low
210,23,F,tier2,high,['Home Furnishing'],[],low,3.296052468756705,medium
211,43,M,metro,medium,"[""Yo Baby Girl's Trousers""]",[],medium,3.647738421428238,medium
212,38,M,tier2,medium,"[""EASIES Solid Single Breasted Casual Men's Blazer"", 'Gking Hand Stiched Steering Cover For Renault Sc...']","['Yashasvi', 'Super Drool', 'Home Fashion Gallery', 'chamanhandicrafts']",medium,2.9451836674580845,medium
213,24,M,metro,medium,"[""Breakbounce Men's Vest"", 'Firangi Cotton, Polyester Free Floor Mat Firangi...', ""Ruhi's Creations Cotton Floral King sized Double...""]","['Craft And Curtain', 'KHUSHI HANDICRAFTS', 'Shopernow']",medium,3.3734722938926582,medium
214,48,F,tier3,medium,"[""Vinenzia Printed Winter Men's Gloves"", 'Tools & Hardware']","['Eternal Gandhi', 'MCB Exports', 'Gehna', 'Invaders']",medium,3.0178965456039055,low
215,58,F,metro,medium,['Food & Nutrition'],['Jss Exports'],medium,4.3887066313050695,low
216,21,M,tier3,low,"['Siemens 5SL Betagard 5SL MCB (1)', ""Libas Printed Women's Anarkali Kurta""]",[],high,2.877821046858865,medium
217,24,F,metro,medium,"['clickforsign Sound horn Before entering Emergenc...', 'Zikrak Exim Women Wedges', 'SRPC BAOER STARWALKER EXECUTIVE ROLLERBALL Pen G...']","['Indidecor', ""Carter'S"", 'Ermani Export', 'RosesNRibbons']",medium,2.656877098600127,low
218,44,M,tier3,high,['Glacier Running Shoes'],"['Satovira', 'Miss Wow', 'Weldecor', 'Foot Candy', 'Pearl']",low,2.7383377621232436,low
219,43,F,metro,medium,"[""UFO Full Sleeve Solid Girl's Jacket"", 'Sugandh Vatika 24 Natural Masala, Sandal Incense...']",['Right'],medium,3.9577656220157316,medium
220,53,M,tier2,low,"['Dremel 2615.023.132 Plastic Friction Work Bench ...', 'Dressberry Black Synthetic  Clutch', ""Nine Maternity Wear Women's Fit and Flare Dress""]",[],high,2.902188914954022,medium
221,30,F,metro,high,"[""EASIES Solid Single Breasted Casual Men's Blazer"", ""HANS Men's Crew Length Socks"", ""Threads & Pals Full Sleeve Printed, Solid Men's ...""]","['KRiSS', 'Polo House USA']",low,4.717900830447382,medium
222,49,M,tier3,low,"['Speedwav 186879 Bajaj Pulsar 200 NS DTS-i LED In...', ""883 Police Full Sleeve Solid Men's Jacket"", 'Automation & Robotics']","['JK Import', 'MSL', 'Wi Retail']",high,3.2763185935301102,low
223,28,F,tier2,low,"[""soie Fashion Women's Sports Bra"", ""tadd Men's, Women's Ankle Length Socks"", 'Pout Brass Bangle']","['Interio Crafts', 'e.l.f. Cosmetics']",high,2.782500134562841,medium
224,56,M,tier3,medium,['Naaz 2 in 1 Paper Quilling Board Game'],[],medium,3.6015209336850447,medium
225,36,M,tier2,medium,"['Kitchen & Dining', 'Sunglasses']","['First Smart Deal', 'Coddle', 'Imli Street']",medium,4.541737136566321,medium
226,23,F,metro,low,"[""Disney Printed Baby Boy's Hooded Grey T-Shirt""]","['Crokrok', 'C9', 'Light Purple', 'Global Ganesha', 'Quirky']",high,5.0,medium
227,31,M,tier2,low,['Jewellery'],"['LAST BENCH', 'Disney', 'YugshaJewels', 'JBG Home Store', 'Akin']",high,2.716372893039155,low
228,58,M,metro,medium,"['Cellbazaar Blackberry 8520 WHITE LCD LCD (YIT-562)', ""New Darling Women's Printed Top & Pyjama Set""]",['Sunita Fashion'],medium,4.480945656753659,low
229,26,F,tier3,high,"[""E'Hiose Girl's Leggings (Pack of 6)"", 'BuildTrack PIR Wireless Motion Sensor - One Swit...']","['SHIMZA', 'Cookart']",low,3.927033228942375,medium
230,41,F,tier1,medium,['Boreal Roller Brush'],"['Antshrike', 'Zephyrr', 'Trudeau', 'BagsHub']",medium,3.1985526220593488,low
231,34,M,metro,low,"[""Oly Two Fit Fit Women's Dark Blue Jeans"", 'SHOPOJ Multicolor Paper Sky Lantern (80 cm X 34 ...']","['Gwyn lingerie', 'Spycom', 'Elan']",high,3.1141900834322143,medium
232,39,M,tier2,medium,"[""killys Men's Solid No Show Socks""]",['NITGEN'],medium,2.810484500967829,low
233,64,F,tier2,low,"['Power Smart Quick Charging Pack For PAN CGR-D28 ...', ""Ruhi's Creations Polyester Silk Blend Cartoon Ki...""]","['Attitude', 'Art Antiqua']",high,1.3678835219363892,high
234,51,F,tier1,high,"[""Spa Culture Fit Fit Women's Black Jeans"", 'Kalpaveda Copper Bowl (Gold, Pack of 1)']",['LukLuck'],low,4.707802710507947,low
235,59,M,tier3,medium,['Anuradha Art Stylish Hair Clip (Black)'],"['Mafatlal', 'Cotts Hub', 'Mr Plus', 'Mario Gotze']",medium,4.893377325797801,low
236,27,M,metro,medium,"[""Fly U Slim Fit Fit Women's Brown Jeans"", ""Clovia Women's Full Coverage Bra""]","['Satovira', 'Khaan Saab Editions', 'Vgstore', 'Wipro']",medium,3.5426381856914655,low
237,55,F,tier3,low,"['INKT INKT A5 Wiro Notebook A5 Notebook Ring Boun...', ""UFO Full Sleeve Solid Girl's Jacket"", ""Clovia Women's T-Shirt Bra""]","['Adorelabel', 'BUMPKIN', 'Nature Gold', 'SMC', 'Jojo']",high,3.31653722483287,low
238,38,M,tier2,high,['Impala Alloy Cufflink (White)'],[],low,2.7114386749938246,low
239,22,M,tier1,low,"[""Nine Maternity Wear Women's Fit and Flare Dress""]",['BONHEUR'],high,3.299607320265662,medium
240,41,F,tier3,medium,['Escan Lace Up'],"['ABCD', 'Bed & Bath', 'KASCN']",medium,3.3376059508087637,low
241,64,F,tier2,medium,['Home Decor & Festive Needs'],['Bagru Crafts'],medium,1.6397500419638922,high
242,31,M,tier3,medium,"['Household Supplies', ""Starsy Printed Women's Round Neck Black T-Shirt""]","['Ada Jewel', 'ATIS AMCO', 'Samaa']",medium,3.389801420052495,high
243,55,F,metro,low,"['Kraft Seeds Rosemary Herb (Pack Of 5) Seed (75 p...', 'Home Furnishing']",['Favourite BikerZ'],high,3.6570137929269606,low
244,43,F,tier2,high,"['Autoplus M AP15 Arm Sleeve (Black)', 'Speedwav 240437 Sun Shade For Hyundai i10 (Dashb...']","['Creativity Centre', 'Beanz']",low,2.6209509296492284,low
245,41,F,tier3,high,"['Zixtro Bug (Black, Backpack)', 'Anuradha Art Stylish Hair Clip (Blue)']","['FS Brass', 'Nine Maternity Wear', ""Bull's Eye"", 'CUBA', 'Sahej']",low,2.213274378290144,medium
246,58,F,tier3,low,"['Clothing', 'Pu-Good Women Flats', ""e-Fresh Boy's Brief (Pack of 5)""]","['ortel', 'Eastman']",high,4.117454746419198,low
247,50,F,metro,medium,['Abhinl Fashion Cotton Printed Semi-stitched Salw...'],"['Czds India', 'Vs International']",medium,4.434807206311908,low
248,38,M,tier1,medium,"['Prime Printed 8 Seater Table Cover (Multicolor, ...', 'SHOPOJ White Paper Sky Lantern (80 cm X 34 cm, P...', ""Legmark Slim Fit Women's Blue Jeans""]","['RJ', 'Lolaski', 'Myint']",medium,3.9171547640339073,high
249,45,F,tier3,medium,"['Knight Ace Kraasa Sports Running Shoes, Cycling ...', 'Power Smart Quick Charging Pack For PAN CGR-D28 ...']","['Tsquare', 'Pearl Berry', 'Sonaxo', 'Panditnmshrimali', 'NIKsales']",medium,3.1329215333608627,high
250,47,M,tier2,high,"[""Attitude Printed Women's Round Neck Black T-Shirt"", 'Olvin Wayfarer Sunglasses']","['Dremel', 'RoyalLifestyle', 'Rajo Raja', 'Ole Baby', 'Bestway']",low,3.426118497406704,medium
251,64,F,tier1,high,"[""Dassler Slim Fit Women's Multicolor Jeans"", 'Sj Bushnell 119M / 1000 Binoculars (36 mm, Black)', 'Oddy RS 1.5 X 2 100 Sheets Self Stick Reposition...']","['ULTRAVISION', 'TSG Escape', 'Desert Eshop', 'Abhushan']",low,3.472299775733386,medium
252,32,M,tier1,low,"[""killys Men's Solid No Show Socks"", 'Anuradha Art Stylish Hair Clip (Blue)']",[],high,4.368890054311089,medium
253,24,M,tier1,medium,"['Amita Home Furnishing Cotton Printed Single Beds...', 'Automation & Robotics', ""Vitamins Solid Baby Girl's Basic Shorts""]","['tryfeet', 'Gioiabazar', 'Firozy', 'Chazer']",medium,3.6181332495594254,medium
254,30,F,tier3,medium,"['Speedwav 216456 Manual Rear View Mirror (Right, ...', 'Oddy RS 1.5 X 2 100 Sheets Self Stick Reposition...']","['DIVAS CHOICE', 'Deepvan']",medium,4.243566053337409,low
255,25,F,tier1,medium,"[""TSG Breeze Printed Women's Round Neck Multicolor...""]","['Jutecentral', 'saubhagyawatifashions', 'fashion point']",medium,3.9253698728715873,medium
256,25,F,tier1,medium,"['Firangi Cotton, Polyester Free Floor Mat Firangi...']","['Dilan Jewels', 'Planet Waves']",medium,3.266229748569253,medium
257,62,F,tier3,low,"['Home Furnishing', 'Crafty Hands Kutchchi Mirrorwork Tapestry (Maroon)']",['Fash Blush'],high,4.407658859384443,medium
258,28,M,tier1,medium,"['Speedwav 186879 Bajaj Pulsar 200 NS DTS-i LED In...', ""Legmark Slim Fit Women's Light Blue Jeans"", 'Mast & Harbour Black Synthetic  Clutch']","['Anshuhandicrafts', 'Kalt', 'k shopping']",medium,5.0,low
259,30,F,tier3,medium,"['ABEEZ Boys, Men, Girls (Black, Pack of 1)']","['Royalminchem', 'Auto Wheel Garage', 'Pakshal Premium']",medium,2.6648480284708955,low
260,19,M,tier2,high,"['Skayvon SUBMERSIBBLE THREE PHASE PUMP CONTROLLER...', ""Miss Wow Slim Fit Women's Blue Jeans"", 'Frabjous German silver Rings For Women Alloy Zir...']",['Nillkin'],low,3.5842249213257213,high
261,55,F,metro,medium,"['Behringer Xenyx 502 Analog Sound Mixer', ""HANS Men's Crew Length Socks"", 'Kraft Seeds Dill Herb Seed (50 per packet)']","['StyBuzz', 'MYFAA']",medium,3.2596610279766964,medium
262,61,F,metro,medium,"[""UFO Full Sleeve Solid Girl's Jacket"", 'INVENTURE RETAIL Nail Cutter']","['Just Women', 'Guardian']",medium,2.8089660925567808,low
263,31,M,metro,high,['Bootwale Bellies'],"['Hi Art', 'Magideal', 'IBALL', 'Mahalaxmi', 'Pu-Good']",low,2.387818929141532,low
264,21,M,metro,low,['Himmlisch 20503 Car Bottle Holder (Plastic)'],"['Download Apparel', 'Reins']",high,3.0079863621710423,low
265,23,M,metro,low,['Speedwav 186926 Royal Enfield 350 Twin Spark LED...'],['Durian'],high,4.087605543307672,low
266,42,M,tier3,high,"['Anuradha Art Stylish Hair Clip (Black)', ""piftif Women's Sports Bra"", 'Boreal Roller Brush']","['Hitobito', 'Magentta']",low,3.052759523379376,high
267,27,F,tier3,medium,"['Sj Bushnell 119M / 1000 Binoculars (36 mm, Black)', ""MASARA Solid Women's Straight Kurta""]",[],medium,3.3127564977840094,low
268,51,M,metro,low,"[""Auraa Men's, Women's Solid No Show Socks"", 'Olvin Oval Sunglasses']","['Shivam', 'CREEDS', 'Shop Rajasthan', 'Clovia']",high,3.2582943492445446,low
269,55,F,tier1,low,"['clickforsign Sound horn Before entering Emergenc...', ""SMART DENIM Solid Women's White Denim Shorts"", ""Breakbounce Men's Vest""]","['Body Balance', 'Allure Auto', 'Rajex', 'NavyaRiti']",high,3.1766177427029363,low
270,33,F,tier1,medium,"[""Dolz Slim Fit Fit Women's Brown Jeans"", 'Pia International 10X70X70 WITH ZOOM SAKURA Bino...']","['Suave', 'KAROZ', 'VR Designers']",medium,3.62111460843597,medium
271,27,M,metro,medium,"['Favourite BikerZ 3514 RAD air filter Ionic Air F...', ""TSG Breeze Printed Women's Round Neck Multicolor..."", ""Libas Printed Women's Anarkali Kurta""]",['LIENZ'],medium,3.7577897703124914,medium
272,30,F,tier3,high,"['Koie  Battery - For Samsung 7562 Premium Quality...', 'Furniture', 'BALAJI EXPORTS Bottled Wine Cooler (9 Bottles)']",[],low,2.9944885606952725,high
273,58,F,tier3,medium,"[""e-Fresh Boy's Brief (Pack of 5)"", 'Urban Girl Foundation Brush (Pack of 10)', 'SHOPOJ Multicolor Paper Sky Lantern (80 cm X 34 ...']","['Asavari world', 'Jouer', 'Oly Two', 'Blush Collections']",medium,2.013529670012523,medium
274,54,F,tier2,medium,"[""soie Fashion Women's Full Coverage Bra"", 'Carbanao Chrome Grill Chevrolet Cruze Car Grill ...']","['OMRD', 'Rajex', 'Goblin']",medium,3.658740179750827,low
275,58,F,metro,low,"['Speedwav 216510 Manual Rear View Mirror (Right, ...', 'Planet Waves Woodstock Strap (Multicolor)']","['5 FEELINGS', 'SHIMZA', 'Fuschia', 'Aaina Home Decor']",high,4.382633275164234,medium
276,63,F,tier1,low,"['Siyas Collection Lac Cubic Zirconia Bangle Set (...', 'Urban Girl Foundation Brush (Pack of 7)']","[""Buyer's Beach"", 'Pro biker', 'SHANY']",high,2.553463084689832,low
277,27,F,metro,medium,['Pet Supplies'],['Medex'],medium,2.8465301583472113,medium
278,19,F,tier2,low,"[""kem Flow Gold skinny Fit Baby Girl's Blue Jeans"", 'Prime Printed 8 Seater Table Cover (Multicolor, ...', ""TIMBERLAKE Slim Fit Fit Women's Brown Jeans""]","['KHI', 'The Fine World', 'Andrew Christian', 'Amatra']",high,4.100687099094216,medium
279,19,F,tier3,medium,['Naaz Dart game Board Game'],"['NELL', '9blings', 'Oggo Deo']",medium,3.643058774234393,low
280,36,F,metro,medium,"[""GALLOWAY skinny Fit Women's Jeans"", 'Urban Girl Foundation Brush (Pack of 12)']",['Rang Rage'],medium,3.480992021864627,medium
281,21,F,metro,low,"[""TIMBERLAKE Slim Fit Fit Women's Blue Jeans"", 'Kalpaveda Copper Bowl (Gold, Pack of 1)', 'SHOPOJ Yellow Paper Sky Lantern (80 cm X 34 cm, ...']","['Opc', 'Skovin']",high,2.7518369616755414,high
282,56,M,tier1,medium,"['Lucky Thailand GL/ LG30 Glass (300 ml, Clear, Pa...']","['Boreal', 'Sinina', 'Art n Beyond']",medium,3.2121030013203806,low
283,22,M,metro,high,"[""Ajaero Slim Fit Women's Dark Blue Jeans"", 'Autoplus M AP15 Arm Sleeve (Black)', 'Small Toes Bellies']","['FEET FLOW', 'Jiya Fashion Pretties']",low,2.9007704901818854,low
284,30,F,metro,medium,"['Beauty and Personal Care', ""Vishudh Printed Women's Anarkali Kurta"", 'Adidas IND PRO THI GUA Thigh Guard (White, Blue,...']",['Herbal Jewellery'],medium,3.581881192999323,high
285,23,M,tier2,medium,"['Jewellery', 'Asics Gel-Kayano 22 Running Shoes']","['Kalaai', 'Amour', 'LAMS', 'SG']",medium,4.15184477444452,medium
286,49,M,tier3,medium,['Behringer Xenyx 502 Analog Sound Mixer'],"['Hand to Hearts', 'Lavanaya', 'SRPC', 'Magnusdeal', 'Being Trendy']",medium,2.7013501781396805,low
287,21,M,tier1,medium,"['Planet Waves Woodstock Strap (Multicolor)', 'INKT INKT A5 Wiro Notebook A5 Notebook Ring Boun...']","['Awari', 'Surface 180', 'Aakar', 'Homedesires', 'iCare']",medium,2.2859369038848163,low
288,38,M,tier3,medium,['INVENTURE RETAIL Nail Cutter'],[],medium,3.4061559697560186,low
289,36,M,tier3,medium,"[""fourgee Slim Fit Boy's Black Jeans"", 'Planet Waves Woodstock Strap (Multicolor)', 'Synergy SFJB0105 Grocery Bag (Blue)']",['Concorde'],medium,2.890610942350485,medium
290,35,F,metro,medium,"[""Legmark Slim Fit Women's Blue Jeans""]","['Hariom enterprises', 'Toons', 'SYON', 'Royal Blue']",medium,5.0,medium
291,41,F,tier1,low,['Planet Waves Woodstock Strap (Multicolor)'],"['Slice of Bengal', 'The Cotton Company', 'Antistreet']",high,3.2077517555195487,medium
